,make,year,model,rating,source
3100,Kia,2011,Sorento,68,jdpower.com
3101,Kia,2011,Soul,71,jdpower.com
3102,Kia,2011,Sportage,69,jdpower.com
3103,Lexus,2011,CT 200h,-1,jdpower.com
3104,Lexus,2011,ES 350,-1,jdpower.com
3105,Lexus,2011,GS 350,-1,jdpower.com
3106,Lexus,2011,GS 450h,-1,jdpower.com
3107,Lexus,2011,GS 460,-1,jdpower.com
3108,Lexus,2011,GX 460,-1,jdpower.com
3109,Lexus,2011,HS 250h,-1,jdpower.com
3110,Lexus,2011,IS 250,89,jdpower.com
3111,Lexus,2011,IS 250C,89,jdpower.com
3112,Lexus,2011,IS 350,89,jdpower.com
3113,Lexus,2011,IS 350C,89,jdpower.com
3114,Lexus,2011,IS F,89,jdpower.com
3115,Lexus,2011,LS 460,-1,jdpower.com
3116,Lexus,2011,LS 600h L,-1,jdpower.com
3117,Lexus,2011,LX 570,-1,jdpower.com
3118,Lexus,2011,RX 350,-1,jdpower.com
3119,Lexus,2011,RX 450h,-1,jdpower.com
3120,Lincoln,2011,MKS,84,jdpower.com
3121,Lincoln,2011,MKT,72,jdpower.com
3122,Lincoln,2011,MKX,76,jdpower.com
3123,Lincoln,2011,MKZ,83,jdpower.com
3124,Lincoln,2011,Navigator,75,jdpower.com
3125,Lincoln,2011,Navigator L,75,jdpower.com
3126,Lotus,2011,-1,-1,jdpower.com
3127,Maserati,2011,GranTurismo,-1,jdpower.com
3128,Maserati,2011,GranTurismo Convertible,-1,jdpower.com
3129,Maserati,2011,Quattroporte,-1,jdpower.com
3130,Mazda,2011,CX-7,66,jdpower.com
3131,Mazda,2011,CX-9,74,jdpower.com
3132,Mazda,2011,MX-5 Miata,57,jdpower.com
3133,Mazda,2011,Mazda2,60,jdpower.com
3134,Mazda,2011,Mazda6,67,jdpower.com
3135,Mazda,2011,Tribute,-1,jdpower.com
3136,Mercedes-Benz,2011,C-Class,80,jdpower.com
3137,Mercedes-Benz,2011,CL-Class,-1,jdpower.com
3138,Mercedes-Benz,2011,CLS-Class,-1,jdpower.com
3139,Mercedes-Benz,2011,E-Class,86,jdpower.com
3140,Mercedes-Benz,2011,GL-Class,83,jdpower.com
3141,Mercedes-Benz,2011,GLK-Class,79,jdpower.com
3142,Mercedes-Benz,2011,M-Class,81,jdpower.com
3143,Mercedes-Benz,2011,R-Class,-1,jdpower.com
3144,Mercedes-Benz,2011,S-Class,84,jdpower.com
3145,Mercedes-Benz,2011,SL-Class,-1,jdpower.com
3146,Mercedes-Benz,2011,SLK-Class,-1,jdpower.com
3147,Mercedes-Benz,2011,Sprinter Passenger Vans,-1,jdpower.com
3148,Mercury,2011,Grand Marquis,-1,jdpower.com
3149,Mercury,2011,Mariner,-1,jdpower.com
3150,Mercury,2011,Milan,-1,jdpower.com
3151,MINI,2011,Cooper Clubman,66,jdpower.com
3152,MINI,2011,Cooper Convertible,66,jdpower.com
3153,MINI,2011,Cooper Countryman,66,jdpower.com
3154,MINI,2011,Cooper Hardtop,-1,jdpower.com
3155,Mitsubishi,2011,Eclipse,54,jdpower.com
3156,Mitsubishi,2011,Endeavor,60,jdpower.com
3157,Mitsubishi,2011,Galant,51,jdpower.com
3158,Mitsubishi,2011,Outlander,-1,jdpower.com
3159,Nissan,2011,370Z,-1,jdpower.com
3160,Nissan,2011,Altima,74,jdpower.com
3161,Nissan,2011,Armada,67,jdpower.com
3162,Nissan,2011,Frontier,71,jdpower.com
3163,Nissan,2011,GT-R,-1,jdpower.com
3164,Nissan,2011,JUKE,62,jdpower.com
3165,Nissan,2011,LEAF,-1,jdpower.com
3166,Nissan,2011,Maxima,76,jdpower.com
3167,Nissan,2011,Murano,79,jdpower.com
3168,Nissan,2011,Murano CrossCabriolet,79,jdpower.com
3169,Nissan,2011,Pathfinder,68,jdpower.com
3170,Nissan,2011,Quest,-1,jdpower.com
3171,Nissan,2011,Rogue,65,jdpower.com
3172,Nissan,2011,Sentra,66,jdpower.com
3173,Nissan,2011,Titan,74,jdpower.com
3174,Nissan,2011,Versa,56,jdpower.com
3175,Nissan,2011,Xterra,69,jdpower.com
3176,Nissan,2011,cube,54,jdpower.com
3177,Porsche,2011,911,91,jdpower.com
3178,Porsche,2011,Boxster,-1,jdpower.com
3179,Porsche,2011,Cayenne,86,jdpower.com
3180,Porsche,2011,Cayman,-1,jdpower.com
3181,Rolls-Royce,2011,Ghost,-1,jdpower.com
3182,Rolls-Royce,2011,Phantom,-1,jdpower.com
3183,Saab,2011,9-3,-1,jdpower.com
3184,Saab,2011,9-5,-1,jdpower.com
3185,Scion,2011,tC,63,jdpower.com
3186,Scion,2011,xB,72,jdpower.com
3187,Scion,2011,xD,-1,jdpower.com
3188,smart,2011,-1,-1,jdpower.com
3189,Subaru,2011,Forester,66,jdpower.com
3190,Subaru,2011,Impreza Sedan,68,jdpower.com
3191,Subaru,2011,Impreza Sedan WRX,68,jdpower.com
3192,Subaru,2011,Impreza Wagon,68,jdpower.com
3193,Subaru,2011,Impreza Wagon WRX,68,jdpower.com
3194,Subaru,2011,Legacy,72,jdpower.com
3195,Subaru,2011,Outback,74,jdpower.com
3196,Suzuki,2011,Equator,-1,jdpower.com
3197,Suzuki,2011,Grand Vitara,52,jdpower.com
3198,Suzuki,2011,Kizashi,71,jdpower.com
3199,Suzuki,2011,SX4,-1,jdpower.com
3200,Toyota,2011,4Runner,79,jdpower.com
3201,Toyota,2011,Avalon,84,jdpower.com
3202,Toyota,2011,Camry,76,jdpower.com
3203,Toyota,2011,Camry Hybrid,76,jdpower.com
3204,Toyota,2011,Corolla,72,jdpower.com
3205,Toyota,2011,FJ Cruiser,77,jdpower.com
3206,Toyota,2011,Highlander,74,jdpower.com
3207,Toyota,2011,Highlander Hybrid,74,jdpower.com
3208,Toyota,2011,Land Cruiser,-1,jdpower.com
3209,Toyota,2011,Matrix,-1,jdpower.com
3210,Toyota,2011,Prius,69,jdpower.com
3211,Toyota,2011,RAV4,72,jdpower.com
3212,Toyota,2011,Sequoia,78,jdpower.com
3213,Toyota,2011,Sienna,73,jdpower.com
3214,Toyota,2011,Tacoma,67,jdpower.com
3215,Toyota,2011,Tundra 2WD Truck,79,jdpower.com
3216,Toyota,2011,Tundra 4WD Truck,79,jdpower.com
3217,Toyota,2011,Venza,75,jdpower.com
3218,Toyota,2011,Yaris,44,jdpower.com
3219,Volkswagen,2011,CC,75,jdpower.com
3220,Volkswagen,2011,Eos,66,jdpower.com
3221,Volkswagen,2011,GTI,73,jdpower.com
3222,Volkswagen,2011,Golf,69,jdpower.com
3223,Volkswagen,2011,Jetta Sedan,68,jdpower.com
3224,Volkswagen,2011,Jetta SportWagen,68,jdpower.com
3225,Volkswagen,2011,Routan,-1,jdpower.com
3226,Volkswagen,2011,Tiguan,67,jdpower.com
3227,Volkswagen,2011,Touareg,77,jdpower.com
3228,Volvo,2011,C30,74,jdpower.com
3229,Volvo,2011,C70,65,jdpower.com
3230,Volvo,2011,S40,-1,jdpower.com
3231,Volvo,2011,S60,79,jdpower.com
3232,Volvo,2011,S80,79,jdpower.com
3233,Volvo,2011,V50,-1,jdpower.com
3234,Volvo,2011,XC60,78,jdpower.com
3235,Volvo,2011,XC70,74,jdpower.com
3236,Volvo,2011,XC90,63,jdpower.com
3237,Acura,2010,MDX,77,jdpower.com
3238,Acura,2010,RDX,81,jdpower.com
3239,Acura,2010,RL,-1,jdpower.com
3240,Acura,2010,TL,86,jdpower.com
3241,Acura,2010,TSX,79,jdpower.com
3242,Acura,2010,ZDX,-1,jdpower.com
3243,Audi,2010,A3,65,jdpower.com
3244,Audi,2010,A4,-1,jdpower.com
3245,Audi,2010,A5,-1,jdpower.com
3246,Audi,2010,A6,85,jdpower.com
3247,Audi,2010,A8,-1,jdpower.com
3248,Audi,2010,A8 L,-1,jdpower.com
3249,Audi,2010,Q5,80,jdpower.com
3250,Audi,2010,Q7,78,jdpower.com
3251,Audi,2010,R8,-1,jdpower.com
3252,Audi,2010,S4,-1,jdpower.com
3253,Audi,2010,S5,-1,jdpower.com
3254,Audi,2010,S6,-1,jdpower.com
3255,Audi,2010,TT,-1,jdpower.com
3256,Audi,2010,TTS,-1,jdpower.com
3257,Bentley,2010,Azure,-1,jdpower.com
3258,Bentley,2010,Continental Flying Spur,-1,jdpower.com
3259,Bentley,2010,Continental GT,-1,jdpower.com
3260,Bentley,2010,Continental Supersports,-1,jdpower.com
3261,BMW,2010,1 Series,78,jdpower.com
3262,BMW,2010,3 Series,79,jdpower.com
3263,BMW,2010,5 Series,83,jdpower.com
3264,BMW,2010,5 Series Gran Turismo,83,jdpower.com
3265,BMW,2010,6 Series,-1,jdpower.com
3266,BMW,2010,7 Series,85,jdpower.com
3267,BMW,2010,M3,-1,jdpower.com
3268,BMW,2010,M5,-1,jdpower.com
3269,BMW,2010,X3,66,jdpower.com
3270,BMW,2010,X5,79,jdpower.com
3271,BMW,2010,X5 M,79,jdpower.com
3272,BMW,2010,X6,-1,jdpower.com
3273,BMW,2010,X6 M,-1,jdpower.com
3274,BMW,2010,Z4,-1,jdpower.com
3275,Buick,2010,Enclave,73,jdpower.com
3276,Buick,2010,LaCrosse,81,jdpower.com
3277,Buick,2010,Lucerne,-1,jdpower.com
3278,Cadillac,2010,CTS Sedan,83,jdpower.com
3279,Cadillac,2010,CTS Wagon,83,jdpower.com
3280,Cadillac,2010,CTS-V,83,jdpower.com
3281,Cadillac,2010,DTS,84,jdpower.com
3282,Cadillac,2010,Escalade,72,jdpower.com
3283,Cadillac,2010,Escalade ESV,72,jdpower.com
3284,Cadillac,2010,Escalade EXT,72,jdpower.com
3285,Cadillac,2010,Escalade Hybrid,72,jdpower.com
3286,Cadillac,2010,SRX,73,jdpower.com
3287,Cadillac,2010,STS,-1,jdpower.com
3288,Chevrolet,2010,Aveo,-1,jdpower.com
3289,Chevrolet,2010,Camaro,85,jdpower.com
3290,Chevrolet,2010,Cobalt,65,jdpower.com
3291,Chevrolet,2010,Colorado,66,jdpower.com
3292,Chevrolet,2010,Corvette,89,jdpower.com
3293,Chevrolet,2010,Equinox,69,jdpower.com
3294,Chevrolet,2010,Express Passenger,-1,jdpower.com
3295,Chevrolet,2010,HHR,66,jdpower.com
3296,Chevrolet,2010,Impala,71,jdpower.com
3297,Chevrolet,2010,Malibu,74,jdpower.com
3298,Chevrolet,2010,Malibu Hybrid,74,jdpower.com
3299,Chevrolet,2010,Silverado 1500,79,jdpower.com
3300,Chevrolet,2010,Silverado 1500 Hybrid,79,jdpower.com
3301,Chevrolet,2010,Suburban,73,jdpower.com
3302,Chevrolet,2010,Tahoe,80,jdpower.com
3303,Chevrolet,2010,Traverse,71,jdpower.com
3304,Chrysler,2010,300,77,jdpower.com
3305,Chrysler,2010,PT Cruiser Classic,56,jdpower.com
3306,Chrysler,2010,Sebring,68,jdpower.com
3307,Chrysler,2010,Town and Country,-1,jdpower.com
3308,Dodge,2010,Avenger,61,jdpower.com
3309,Dodge,2010,Caliber,-1,jdpower.com
3310,Dodge,2010,Challenger,80,jdpower.com
3311,Dodge,2010,Charger,67,jdpower.com
3312,Dodge,2010,Grand Caravan,56,jdpower.com
3313,Dodge,2010,Journey,48,jdpower.com
3314,Dodge,2010,Nitro,64,jdpower.com
3315,Dodge,2010,Viper,-1,jdpower.com
3316,Ferrari,2010,458 Italia,-1,jdpower.com
3317,Ferrari,2010,599 GTB Fiorano,-1,jdpower.com
3318,Ferrari,2010,California,-1,jdpower.com
3319,Ford,2010,Crown Victoria,-1,jdpower.com
3320,Ford,2010,Econoline Wagon,-1,jdpower.com
3321,Ford,2010,Edge,76,jdpower.com
3322,Ford,2010,Escape,67,jdpower.com
3323,Ford,2010,Expedition,69,jdpower.com
3324,Ford,2010,Expedition EL,69,jdpower.com
3325,Ford,2010,Explorer,72,jdpower.com
3326,Ford,2010,Explorer Sport Trac,72,jdpower.com
3327,Ford,2010,F-150,82,jdpower.com
3328,Ford,2010,Flex,70,jdpower.com
3329,Ford,2010,Focus,70,jdpower.com
3330,Ford,2010,Fusion,81,jdpower.com
3331,Ford,2010,Mustang,83,jdpower.com
3332,Ford,2010,Police Interceptor,-1,jdpower.com
3333,Ford,2010,Ranger,68,jdpower.com
3334,Ford,2010,Super Duty F-250 SRW,73,jdpower.com
3335,Ford,2010,Super Duty F-350 DRW,73,jdpower.com
3336,Ford,2010,Super Duty F-450 DRW,-1,jdpower.com
3337,Ford,2010,Taurus,85,jdpower.com
3338,GMC,2010,Acadia,74,jdpower.com
3339,GMC,2010,Canyon,59,jdpower.com
3340,GMC,2010,Sierra 1500,82,jdpower.com
3341,GMC,2010,Sierra 1500 Hybrid,82,jdpower.com
3342,GMC,2010,Terrain,73,jdpower.com
3343,GMC,2010,Yukon,78,jdpower.com
3344,GMC,2010,Yukon Hybrid,78,jdpower.com
3345,Honda,2010,Accord Crosstour,76,jdpower.com
3346,Honda,2010,Accord Sdn,76,jdpower.com
3347,Honda,2010,CR-V,74,jdpower.com
3348,Honda,2010,Civic Hybrid,71,jdpower.com
3349,Honda,2010,Civic Sdn,71,jdpower.com
3350,Honda,2010,Element,67,jdpower.com
3351,Honda,2010,Fit,63,jdpower.com
3352,Honda,2010,Insight,59,jdpower.com
3353,Honda,2010,Odyssey,70,jdpower.com
3354,Honda,2010,Pilot,76,jdpower.com
3355,Honda,2010,Ridgeline,76,jdpower.com
3356,HUMMER,2010,H3 SUV,-1,jdpower.com
3357,HUMMER,2010,H3T,-1,jdpower.com
3358,Hyundai,2010,Accent,59,jdpower.com
3359,Hyundai,2010,Elantra,63,jdpower.com
3360,Hyundai,2010,Elantra Touring,63,jdpower.com
3361,Hyundai,2010,Genesis,72,jdpower.com
3362,Hyundai,2010,Genesis Coupe,63,jdpower.com
3363,Hyundai,2010,Santa Fe,65,jdpower.com
3364,Hyundai,2010,Sonata,74,jdpower.com
3365,Hyundai,2010,Tucson,69,jdpower.com
3366,Hyundai,2010,Veracruz,68,jdpower.com
3367,INFINITI,2010,EX35,-1,jdpower.com
3368,INFINITI,2010,FX35,-1,jdpower.com
3369,INFINITI,2010,FX50,-1,jdpower.com
3370,INFINITI,2010,G37 Convertible,-1,jdpower.com
3371,INFINITI,2010,G37 Coupe,-1,jdpower.com
3372,INFINITI,2010,G37 Sedan,-1,jdpower.com
3373,INFINITI,2010,M35,-1,jdpower.com
3374,INFINITI,2010,QX56,72,jdpower.com
3375,Jaguar,2010,XF,76,jdpower.com
3376,Jaguar,2010,XK,-1,jdpower.com
3377,Jeep,2010,Commander,61,jdpower.com
3378,Jeep,2010,Compass,56,jdpower.com
3379,Jeep,2010,Grand Cherokee,64,jdpower.com
3380,Jeep,2010,Liberty,61,jdpower.com
3381,Jeep,2010,Patriot,58,jdpower.com
3382,Jeep,2010,Wrangler,58,jdpower.com
3383,Jeep,2010,Wrangler Unlimited,58,jdpower.com
3384,Kia,2010,Forte,68,jdpower.com
3385,Kia,2010,Forte Koup,68,jdpower.com
3386,Kia,2010,Optima,-1,jdpower.com
3387,Kia,2010,Rio,-1,jdpower.com
3388,Kia,2010,Rondo,-1,jdpower.com
3389,Kia,2010,Sedona,50,jdpower.com
3390,Kia,2010,Soul,66,jdpower.com
3391,Kia,2010,Sportage,52,jdpower.com
3392,Lamborghini,2010,-1,-1,jdpower.com
3393,Lexus,2010,ES 350,-1,jdpower.com
3394,Lexus,2010,GS 350,-1,jdpower.com
3395,Lexus,2010,GS 450h,-1,jdpower.com
3396,Lexus,2010,GX 460,-1,jdpower.com
3397,Lexus,2010,HS 250h,-1,jdpower.com
3398,Lexus,2010,IS 250,82,jdpower.com
3399,Lexus,2010,IS 250C,82,jdpower.com
3400,Lexus,2010,IS 350,82,jdpower.com
3401,Lexus,2010,IS 350C,82,jdpower.com
3402,Lexus,2010,IS F,82,jdpower.com
3403,Lexus,2010,LS 460,-1,jdpower.com
3404,Lexus,2010,LX 570,-1,jdpower.com
3405,Lexus,2010,RX 350,-1,jdpower.com
3406,Lexus,2010,RX 450h,-1,jdpower.com
3407,Lexus,2010,SC 430,-1,jdpower.com
3408,Lincoln,2010,MKS,81,jdpower.com
3409,Lincoln,2010,MKT,78,jdpower.com
3410,Lincoln,2010,MKX,78,jdpower.com
3411,Lincoln,2010,MKZ,83,jdpower.com
3412,Lincoln,2010,Navigator,82,jdpower.com
3413,Lincoln,2010,Navigator L,82,jdpower.com
3414,Lincoln,2010,Town Car,-1,jdpower.com
3415,Lotus,2010,Elise,-1,jdpower.com
3416,Lotus,2010,Evora,-1,jdpower.com
3417,Maserati,2010,GranTurismo,-1,jdpower.com
3418,Maserati,2010,GranTurismo Convertible,-1,jdpower.com
3419,Maserati,2010,Quattroporte,-1,jdpower.com
3420,Mazda,2010,CX-7,66,jdpower.com
3421,Mazda,2010,CX-9,77,jdpower.com
3422,Mazda,2010,MX-5 Miata,73,jdpower.com
3423,Mazda,2010,Mazda3,74,jdpower.com
3424,Mazda,2010,Mazda5,57,jdpower.com
3425,Mazda,2010,Mazda6,74,jdpower.com
3426,Mazda,2010,Tribute,49,jdpower.com
3427,Mercedes-Benz,2010,C-Class,82,jdpower.com
3428,Mercedes-Benz,2010,CL-Class,-1,jdpower.com
3429,Mercedes-Benz,2010,CLS-Class,-1,jdpower.com
3430,Mercedes-Benz,2010,E-Class,86,jdpower.com
3431,Mercedes-Benz,2010,GL-Class,78,jdpower.com
3432,Mercedes-Benz,2010,GLK-Class,76,jdpower.com
3433,Mercedes-Benz,2010,M-Class,80,jdpower.com
3434,Mercedes-Benz,2010,R-Class,-1,jdpower.com
3435,Mercedes-Benz,2010,S-Class,92,jdpower.com
3436,Mercedes-Benz,2010,SLK-Class,-1,jdpower.com
3437,Mercedes-Benz,2010,Sprinter Passenger Vans,-1,jdpower.com
3438,Mercury,2010,Grand Marquis,50,jdpower.com
3439,Mercury,2010,Mariner,58,jdpower.com
3440,Mercury,2010,Milan,60,jdpower.com
3441,Mercury,2010,Mountaineer,57,jdpower.com
3442,MINI,2010,Cooper Clubman,71,jdpower.com
3443,MINI,2010,Cooper Convertible,71,jdpower.com
3444,MINI,2010,Cooper Hardtop,-1,jdpower.com
3445,Mitsubishi,2010,Eclipse,-1,jdpower.com
3446,Mitsubishi,2010,Endeavor,60,jdpower.com
3447,Mitsubishi,2010,Galant,53,jdpower.com
3448,Mitsubishi,2010,Lancer,60,jdpower.com
3449,Mitsubishi,2010,Outlander,67,jdpower.com
3450,Nissan,2010,370Z,-1,jdpower.com
3451,Nissan,2010,Altima,74,jdpower.com
3452,Nissan,2010,Armada,63,jdpower.com
3453,Nissan,2010,Frontier,68,jdpower.com
3454,Nissan,2010,GT-R,-1,jdpower.com
3455,Nissan,2010,Maxima,78,jdpower.com
3456,Nissan,2010,Murano,76,jdpower.com
3457,Nissan,2010,Pathfinder,61,jdpower.com
3458,Nissan,2010,Rogue,67,jdpower.com
3459,Nissan,2010,Sentra,63,jdpower.com
3460,Nissan,2010,Titan,72,jdpower.com
3461,Nissan,2010,Versa,49,jdpower.com
3462,Nissan,2010,Xterra,61,jdpower.com
3463,Nissan,2010,cube,58,jdpower.com
3464,Pontiac,2010,G6,-1,jdpower.com
3465,Pontiac,2010,Vibe,-1,jdpower.com
3466,Porsche,2010,911,83,jdpower.com
3467,Porsche,2010,Boxster,-1,jdpower.com
3468,Porsche,2010,Cayenne,81,jdpower.com
3469,Porsche,2010,Cayman,-1,jdpower.com
3470,Rolls-Royce,2010,Ghost,-1,jdpower.com
3471,Rolls-Royce,2010,Phantom,-1,jdpower.com
3472,Rolls-Royce,2010,Phantom Coupe,-1,jdpower.com
3473,Saab,2010,9-3,-1,jdpower.com
3474,Saab,2010,9-5,-1,jdpower.com
3475,Saturn,2010,Outlook,-1,jdpower.com
3476,Saturn,2010,Vue,-1,jdpower.com
3477,Scion,2010,tC,71,jdpower.com
3478,Scion,2010,xB,68,jdpower.com
3479,Scion,2010,xD,-1,jdpower.com
3480,smart,2010,-1,-1,jdpower.com
3481,Subaru,2010,Forester,70,jdpower.com
3482,Subaru,2010,Impreza Sedan,60,jdpower.com
3483,Subaru,2010,Impreza Sedan WRX,60,jdpower.com
3484,Subaru,2010,Impreza Wagon,60,jdpower.com
3485,Subaru,2010,Impreza Wagon WRX,60,jdpower.com
3486,Subaru,2010,Legacy,70,jdpower.com
3487,Subaru,2010,Outback,73,jdpower.com
3488,Suzuki,2010,Equator,-1,jdpower.com
3489,Suzuki,2010,Grand Vitara,-1,jdpower.com
3490,Suzuki,2010,Kizashi,-1,jdpower.com
3491,Suzuki,2010,SX4,-1,jdpower.com
3492,Toyota,2010,4Runner,79,jdpower.com
3493,Toyota,2010,Avalon,82,jdpower.com
3494,Toyota,2010,Camry,72,jdpower.com
3495,Toyota,2010,Camry Hybrid,72,jdpower.com
3496,Toyota,2010,Corolla,65,jdpower.com
3497,Toyota,2010,FJ Cruiser,76,jdpower.com
3498,Toyota,2010,Highlander,74,jdpower.com
3499,Toyota,2010,Highlander Hybrid,74,jdpower.com
3500,Toyota,2010,Land Cruiser,-1,jdpower.com
3501,Toyota,2010,Matrix,62,jdpower.com
3502,Toyota,2010,Prius,71,jdpower.com
3503,Toyota,2010,RAV4,73,jdpower.com
3504,Toyota,2010,Sequoia,78,jdpower.com
3505,Toyota,2010,Sienna,68,jdpower.com
3506,Toyota,2010,Tacoma,65,jdpower.com
3507,Toyota,2010,Tundra 2WD Truck,79,jdpower.com
3508,Toyota,2010,Tundra 4WD Truck,79,jdpower.com
3509,Toyota,2010,Venza,77,jdpower.com
3510,Toyota,2010,Yaris,64,jdpower.com
3511,Volkswagen,2010,CC,70,jdpower.com
3512,Volkswagen,2010,Eos,-1,jdpower.com
3513,Volkswagen,2010,GTI,70,jdpower.com
3514,Volkswagen,2010,Golf,67,jdpower.com
3515,Volkswagen,2010,Jetta Sedan,64,jdpower.com
3516,Volkswagen,2010,Jetta SportWagen,64,jdpower.com
3517,Volkswagen,2010,New Beetle Convertible,-1,jdpower.com
3518,Volkswagen,2010,New Beetle Coupe,-1,jdpower.com
3519,Volkswagen,2010,Passat Sedan,70,jdpower.com
3520,Volkswagen,2010,Passat Wagon,70,jdpower.com
3521,Volkswagen,2010,Routan,61,jdpower.com
3522,Volkswagen,2010,Tiguan,72,jdpower.com
3523,Volkswagen,2010,Touareg,69,jdpower.com
3524,Volvo,2010,C30,69,jdpower.com
3525,Volvo,2010,C70,78,jdpower.com
3526,Volvo,2010,S40,69,jdpower.com
3527,Volvo,2010,S80,81,jdpower.com
3528,Volvo,2010,V50,-1,jdpower.com
3529,Volvo,2010,V70,65,jdpower.com
3530,Volvo,2010,XC60,73,jdpower.com
3531,Volvo,2010,XC70,76,jdpower.com
3532,Volvo,2010,XC90,64,jdpower.com
3533,Acura,2009,MDX,75,jdpower.com
3534,Acura,2009,RDX,71,jdpower.com
3535,Acura,2009,RL,79,jdpower.com
3536,Acura,2009,TL,88,jdpower.com
3537,Acura,2009,TSX,76,jdpower.com
3538,Audi,2009,A3,69,jdpower.com
3539,Audi,2009,A4,-1,jdpower.com
3540,Audi,2009,A5,-1,jdpower.com
3541,Audi,2009,A6,-1,jdpower.com
3542,Audi,2009,A8,-1,jdpower.com
3543,Audi,2009,A8 L,-1,jdpower.com
3544,Audi,2009,Q5,-1,jdpower.com
3545,Audi,2009,Q7,72,jdpower.com
3546,Audi,2009,R8,-1,jdpower.com
3547,Audi,2009,S4,-1,jdpower.com
3548,Audi,2009,S5,-1,jdpower.com
3549,Audi,2009,S6,-1,jdpower.com
3550,Audi,2009,S8,-1,jdpower.com
3551,Audi,2009,TT,71,jdpower.com
3552,Audi,2009,TTS,-1,jdpower.com
3553,Bentley,2009,Arnage,-1,jdpower.com
3554,Bentley,2009,Azure,-1,jdpower.com
3555,Bentley,2009,Brooklands,-1,jdpower.com
3556,Bentley,2009,Continental Flying Spur,-1,jdpower.com
3557,Bentley,2009,Continental GT,-1,jdpower.com
3558,BMW,2009,1 Series,69,jdpower.com
3559,BMW,2009,3 Series,76,jdpower.com
3560,BMW,2009,5 Series,81,jdpower.com
3561,BMW,2009,6 Series,-1,jdpower.com
3562,BMW,2009,7 Series,-1,jdpower.com
3563,BMW,2009,M3,-1,jdpower.com
3564,BMW,2009,M5,-1,jdpower.com
3565,BMW,2009,X3,73,jdpower.com
3566,BMW,2009,X5,73,jdpower.com
3567,BMW,2009,X6,-1,jdpower.com
3568,BMW,2009,Z4,-1,jdpower.com
3569,Buick,2009,Enclave,76,jdpower.com
3570,Buick,2009,LaCrosse,73,jdpower.com
3571,Buick,2009,Lucerne,81,jdpower.com
3572,Cadillac,2009,CTS,86,jdpower.com
3573,Cadillac,2009,CTS-V,86,jdpower.com
3574,Cadillac,2009,DTS,85,jdpower.com
3575,Cadillac,2009,Escalade,84,jdpower.com
3576,Cadillac,2009,Escalade ESV,84,jdpower.com
3577,Cadillac,2009,Escalade EXT,84,jdpower.com
3578,Cadillac,2009,Escalade Hybrid,84,jdpower.com
3579,Cadillac,2009,SRX,74,jdpower.com
3580,Cadillac,2009,STS,73,jdpower.com
3581,Cadillac,2009,STS-V,73,jdpower.com
3582,Cadillac,2009,XLR,-1,jdpower.com
3583,Cadillac,2009,XLR-V,-1,jdpower.com
3584,Chevrolet,2009,Aveo,42,jdpower.com
3585,Chevrolet,2009,Cobalt,57,jdpower.com
3586,Chevrolet,2009,Colorado,58,jdpower.com
3587,Chevrolet,2009,Corvette,90,jdpower.com
3588,Chevrolet,2009,Equinox,72,jdpower.com
3589,Chevrolet,2009,Express Passenger,-1,jdpower.com
3590,Chevrolet,2009,HHR,66,jdpower.com
3591,Chevrolet,2009,Impala,72,jdpower.com
3592,Chevrolet,2009,Impala Police,72,jdpower.com
3593,Chevrolet,2009,Malibu,73,jdpower.com
3594,Chevrolet,2009,Silverado 1500,75,jdpower.com
3595,Chevrolet,2009,Silverado 1500 Hybrid,75,jdpower.com
3596,Chevrolet,2009,Suburban,73,jdpower.com
3597,Chevrolet,2009,Tahoe,76,jdpower.com
3598,Chevrolet,2009,Tahoe Hybrid,76,jdpower.com
3599,Chevrolet,2009,TrailBlazer,71,jdpower.com
3600,Chevrolet,2009,Traverse,74,jdpower.com
3601,Chrysler,2009,300,75,jdpower.com
3602,Chrysler,2009,Aspen,69,jdpower.com
3603,Chrysler,2009,PT Cruiser,46,jdpower.com
3604,Chrysler,2009,Sebring,63,jdpower.com
3605,Chrysler,2009,Town and Country,-1,jdpower.com
3606,Dodge,2009,Avenger,65,jdpower.com
3607,Dodge,2009,Caliber,61,jdpower.com
3608,Dodge,2009,Challenger,85,jdpower.com
3609,Dodge,2009,Charger,79,jdpower.com
3610,Dodge,2009,Durango,-1,jdpower.com
3611,Dodge,2009,Grand Caravan,53,jdpower.com
3612,Dodge,2009,Grand Caravan Cargo Van,53,jdpower.com
3613,Dodge,2009,Journey,43,jdpower.com
3614,Dodge,2009,Nitro,-1,jdpower.com
3615,Dodge,2009,Ram 1500,-1,jdpower.com
3616,Dodge,2009,Ram 2500,-1,jdpower.com
3617,Dodge,2009,Viper,-1,jdpower.com
3618,Ferrari,2009,-1,-1,jdpower.com
3619,Ford,2009,Crown Victoria,-1,jdpower.com
3620,Ford,2009,Econoline Wagon,-1,jdpower.com
3621,Ford,2009,Edge,77,jdpower.com
3622,Ford,2009,Escape,67,jdpower.com
3623,Ford,2009,Expedition,70,jdpower.com
3624,Ford,2009,Expedition EL,70,jdpower.com
3625,Ford,2009,Explorer,76,jdpower.com
3626,Ford,2009,Explorer Sport Trac,53,jdpower.com
3627,Ford,2009,F-150,82,jdpower.com
3628,Ford,2009,Flex,73,jdpower.com
3629,Ford,2009,Focus,69,jdpower.com
3630,Ford,2009,Fusion,78,jdpower.com
3631,Ford,2009,Mustang,79,jdpower.com
